instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origA	label_collapseA	label_origC	label_collapseC	split_orig	split_redo
ROG-Dia-GSO-P0005_ROG-dialog-0008_24.773_26.411	ROG-Dia-GSO-P0005	ROG-dialog-0008	Najlepše je taku.	Najlepše je tako.	24.773	26.411	mixedNegative	negative	mixedNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_26.411_32.233	ROG-Dia-GSO-P0005	ROG-dialog-0007	No, ma tm si naluoži tisto aplikacijo od Rajener in se prjav@š in puol zbjereš karto. [zvok]	No, ma tam si naloži tisto aplikacijo od Ryanair in se prijaviš in pol izbereš karto. [zvok]	26.411	32.233	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_32.233_33.507	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, prov aplikacijo morš imjet?	Aja, prav aplikacijo moraš imeti?	32.233	33.507	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_33.507_35.679	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kaj ne rš kar tko na Huhl [zvok] pa najd@š?	Kaj ne greš kar tako na Google [zvok] pa najdeš?	33.507	35.679	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_34.973_36.904	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne, morš met aplikacijo.	Ne, moraš imeti aplikacijo.	34.973	36.904	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_36.904_37.801	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, tu pa nem@m.	Aja, to pa nimam.	36.904	37.801	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_37.801_40.450	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, ker pol maš shranjene te karte v aplikaciji.	Ja, ker pol imaš shranjene te karte v aplikaciji.	37.801	40.45	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_40.450_40.980	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	40.45	40.98	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_40.980_42.701	ROG-Dia-GSO-P0005	ROG-dialog-0008	kaj nej bulš, da si jih natisn@š?	kaj ni boljše, da si jih natisneš?	40.98	42.701	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_42.701_44.807	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, puol si jih pa še natisn@š, č() če ti slučajn telefon crkne.	Ja, pol si jih pa še natisneš, č() če ti slučajno telefon crkne.	42.701	44.807	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_44.195_46.755	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne, ko prideš ke, pa nč ne najd@š.	Ne, ko prideš tja, pa nič ne najdeš.	44.195	46.755	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_44.807_46.755	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	44.807	46.755	predominantlyPositive	positive	predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_46.755_48.013	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, ja.	Aja, ja.	46.755	48.013	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_48.013_53.776	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tm zbjereš, pol se prjav@š, prjav@š tiste usjebe, ku grjejo.	Tam izbereš, pol se prijaviš, prijaviš tiste osebe, ko grejo.	48.013	53.776	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_53.776_56.595	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa mor bit prov napisano. Morjo bit vse črke prov.	Pa mora biti prav napisano. Morajo biti vse črke prav.	53.776	56.595	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_56.595_58.838	ROG-Dia-GSO-P0005	ROG-dialog-0008	In če pol tista ena oseba ne hrje?	In če pol tista ena oseba ne gre?	56.595	58.838	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_58.838_66.083	ROG-Dia-GSO-P0005	ROG-dialog-0007	Lohku eee z doplačil@m, misl@m, da je desjet evru, da zamenjaš eee naslov eee naslovnika karte.	Lahko eee z doplačilom, mislim, da je deset evrov, da zamenjaš eee naslov eee naslovnika karte.	58.838	66.083	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_65.334_66.083	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	65.334	66.083	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_66.083_66.930	ROG-Dia-GSO-P0005	ROG-dialog-0008	taku.	tako.	66.083	66.93	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_66.930_68.851	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, in pol s kartico plačaš.	Ja, in pol s kartico plačaš.	66.93	68.851	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_68.851_69.978	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne vem.	Ne vem.	68.851	69.978	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_69.978_72.147	ROG-Dia-GSO-P0005	ROG-dialog-0007	Kartico j@maš za plačat?	Kartico imaš za plačati?	69.978	72.147	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_69.978_72.147	ROG-Dia-GSO-P0005	ROG-dialog-0008	Nisem še nikol ...	Nisem še nikoli ...	69.978	72.147	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_72.147_72.636	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	72.147	72.636	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_72.636_73.120	ROG-Dia-GSO-P0005	ROG-dialog-0007	Bančno?	Bančno?	72.636	73.12	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_73.120_73.508	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	73.12	73.508	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_73.508_73.980	ROG-Dia-GSO-P0005	ROG-dialog-0007	A j@maš?	A imaš?	73.508	73.98	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_73.980_75.105	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja, mam tu j@no.	Ja, imam to eno.	73.98	75.105	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_75.105_76.027	ROG-Dia-GSO-P0005	ROG-dialog-0007	A no, tistu j@maš.	A no, tisto imaš.	75.105	76.027	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_76.027_78.046	ROG-Dia-GSO-P0005	ROG-dialog-0007	No, in pol ko plačaš ...	No, in pol ko plačaš ...	76.027	78.046	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_76.027_77.036	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	76.027	77.036	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_78.046_81.743	ROG-Dia-GSO-P0005	ROG-dialog-0007	puol pa hr@š nazaj v aplikacijo in nardiš tisti ček in.	pol pa greš nazaj v aplikacijo in narediš tisti check in.	78.046	81.743	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_81.743_82.496	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aha.	Aha.	81.743	82.496	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_82.496_83.433	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne?	Ne?	82.496	83.433	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_83.433_87.467	ROG-Dia-GSO-P0005	ROG-dialog-0007	In tm ti piše puol, ob kulki uri grješ in kdaj pristaneš.	In tam ti piše pol, ob koliki uri greš in kdaj pristaneš.	83.433	87.467			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_83.433_88.976	ROG-Dia-GSO-P0005	ROG-dialog-0007	In tm ti piše puol, ob kulki uri grješ in kdaj pristaneš. In številko leta.	In tam ti piše pol, ob koliki uri greš in kdaj pristaneš. In številko leta.	83.433	88.976	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_87.467_88.976	ROG-Dia-GSO-P0005	ROG-dialog-0007	In številko leta.	In številko leta.	87.467	88.976			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_88.976_90.502	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa za ...	Pa za ...	88.976	90.502	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_88.976_92.364	ROG-Dia-GSO-P0005	ROG-dialog-0008	[glas] Buš rajš ti tu nardila, ku veš, kuh hrje.	[glas] Boš rajši ti to naredila, ko veš, kako gre.	88.976	92.364	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_92.364_92.587	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, no,	Ja, no,	92.364	92.587	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_92.587_95.011	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa sej sss čm ti puvedat pa te navad@t.	pa saj sss čem ti povedati pa te navaditi.	92.587	95.011	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_95.011_95.487	ROG-Dia-GSO-P0005	ROG-dialog-0008	Mah.	Mah.	95.011	95.487	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_95.487_97.797	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa kaj b() ki buste pa parkirali?	Pa kaj b() kje boste pa parkirali?	95.487	97.797	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_97.797_98.887	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kuoha?	Koga?	97.797	98.887	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_98.887_100.809	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, avto na letališči?	Ja, avto na letališču?	98.887	100.809	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_100.809_101.524	ROG-Dia-GSO-P0005	ROG-dialog-0008	Pa ne vem,	Pa ne vem,	100.809	101.524	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_101.524_102.910	ROG-Dia-GSO-P0005	ROG-dialog-0008	verjetno ns bo k@šn pjelov.	verjetno nas bo kakšen peljal.	101.524	102.91	neutralNegative	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_102.910_105.010	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ma na, pa spet.	Ma na, pa spet.	102.91	105.01	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_105.010_106.675	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa tm rezervirejte tisto.	Pa tam rezervirajte tisto.	105.01	106.675	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_106.060_107.182	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kaj, pr() parking?	Kaj, pri() parking?	106.06	107.182	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_107.182_112.081	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, sam morš met eee tab@lco, registracijo	Ja, samo moraš imeti eee tablico, registracijo	107.182	112.081	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_112.081_116.436	ROG-Dia-GSO-P0005	ROG-dialog-0007	in pol tm daš od kdaj do kdaj, kir datum in uro.	in pol tam daš od kdaj do kdaj, kateri datum in uro.	112.081	116.436	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_116.436_117.073	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, taku?	Aja, tako?	116.436	117.073	mixedNegative	negative	mixedNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_117.073_120.047	ROG-Dia-GSO-P0005	ROG-dialog-0007	In pol tm p@stiš in te že senzor zazna tab@lco,	In pol tam pustiš in te že senzor zazna tablico,	117.073	120.047			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_117.073_120.493	ROG-Dia-GSO-P0005	ROG-dialog-0007	In pol tm p@stiš in te že senzor zazna tab@lco, ja.	In pol tam pustiš in te že senzor zazna tablico, ja.	117.073	120.493	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_120.047_120.493	ROG-Dia-GSO-P0005	ROG-dialog-0007	ja.	ja.	120.047	120.493			predominantlyPositive	positive	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_120.047_120.493	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, ja.	Aja, ja.	120.047	120.493	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_120.493_121.687	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, in nč ne rab@š.	Ja, in nič ne rabiš.	120.493	121.687	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_120.493_122.951	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, tu sem vidla zadnikr@t, ja.	Aja, to sem videla zadnjikrat, ja.	120.493	122.951	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_122.951_125.123	ROG-Dia-GSO-P0005	ROG-dialog-0007	No, in ti je čist enostavno ke prid@t.	No, in ti je čisto enostavno tja priti.	122.951	125.123	neutralPositive	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_125.123_126.027	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja, tu vem.	Ja, to vem.	125.123	126.027	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_126.027_128.087	ROG-Dia-GSO-P0005	ROG-dialog-0007	A no, sej smo šle zadnič.	A no, saj smo šle zadnjič.	126.027	128.087	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_128.087_129.229	ROG-Dia-GSO-P0005	ROG-dialog-0007	Na pregled.	Na pregled.	128.087	129.229	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_128.087_129.229	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja, pa ne vem.	Ja, pa ne vem.	128.087	129.229	predominantlyNegative	negative	predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_129.229_134.639	ROG-Dia-GSO-P0005	ROG-dialog-0007	No, in ko uste pršle nazaj, se vsedeš v avto in hr@š domov.	No, in ko boste prišle nazaj, se usedeš v avto in greš domov.	129.229	134.639	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_129.229_130.940	ROG-Dia-GSO-P0005	ROG-dialog-0008	No, no.	No, no.	129.229	130.94	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_134.036_134.639	ROG-Dia-GSO-P0005	ROG-dialog-0008	Hr@š domov.	Greš domov.	134.036	134.639	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_134.639_135.153	ROG-Dia-GSO-P0005	ROG-dialog-0008	No.	No.	134.639	135.153			neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_134.639_137.504	ROG-Dia-GSO-P0005	ROG-dialog-0008	No. In če si zmartr@n, ku ne muorš vuoz@t?	No. In če si zmatran, ko ne moreš voziti?	134.639	137.504	neutralNegative	neutral			Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_135.153_137.504	ROG-Dia-GSO-P0005	ROG-dialog-0008	In če si zmartr@n, ku ne muorš vuoz@t?	In če si zmatran, ko ne moreš voziti?	135.153	137.504			neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_137.504_139.426	ROG-Dia-GSO-P0005	ROG-dialog-0007	Sej buš počivala na letali.	Saj boš počivala na letalu.	137.504	139.426	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_139.426_139.931	ROG-Dia-GSO-P0005	ROG-dialog-0008	A.	A.	139.426	139.931			predominantlyNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0008_139.426_140.979	ROG-Dia-GSO-P0005	ROG-dialog-0008	A. Kaj veš.	A. Kaj veš.	139.426	140.979	neutralNegative	neutral			Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_139.931_141.680	ROG-Dia-GSO-P0005	ROG-dialog-0007	Kuk cajta se uste pelali?	Koliko cajta se boste peljali?	139.931	141.68	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_139.931_140.979	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kaj veš.	Kaj veš.	139.931	140.979			neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_141.680_142.087	ROG-Dia-GSO-P0005	ROG-dialog-0007	Dve uri?	Dve uri?	141.68	142.087	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_142.087_142.960	ROG-Dia-GSO-P0005	ROG-dialog-0007	Kulk smo se mi pelali?	Koliko smo se mi peljali?	142.087	142.96	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_142.960_145.091	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tri? Dvej, menda,	Tri? Dve, menda,	142.96	145.091			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_142.960_145.608	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tri? Dvej, menda, ne vem.	Tri? Dve, menda, ne vem.	142.96	145.608	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_145.091_145.608	ROG-Dia-GSO-P0005	ROG-dialog-0007	ne vem.	ne vem.	145.091	145.608			predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_145.608_147.075	ROG-Dia-GSO-P0005	ROG-dialog-0008	Nem() ne vem.	Nem() ne vem.	145.608	147.075	neutralPositive	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_147.075_148.767	ROG-Dia-GSO-P0005	ROG-dialog-0007	Na karti bo pisalu.	Na karti bo pisalo.	147.075	148.767			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_147.075_150.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	Na karti bo pisalu. Kdaj je vzlet in kdaj je pristanek.	Na karti bo pisalo. Kdaj je vzlet in kdaj je pristanek.	147.075	150.133	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_148.767_150.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	Kdaj je vzlet in kdaj je pristanek.	Kdaj je vzlet in kdaj je pristanek.	148.767	150.133			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_150.133_151.669	ROG-Dia-GSO-P0005	ROG-dialog-0008	Nemam še karte.	Nimam še karte.	150.133	151.669	neutralNegative	neutral	mixedNegative	negative	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_151.669_154.954	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, sej zatu si muorš naruo() naluožt tisto aplikacijo.	Ja, saj zato si moraš naruo() naložiti tisto aplikacijo.	151.669	154.954	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_154.954_155.796	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne vem.	Ne vem.	154.954	155.796	neutralNegative	neutral	neutralNegative	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_155.796_159.028	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, kaj pa eee hotel?	Ja, kaj pa eee hotel?	155.796	159.028	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_159.028_160.472	ROG-Dia-GSO-P0005	ROG-dialog-0007	A ne boste v hoteli?	A ne boste v hotelu?	159.028	160.472			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_159.028_161.106	ROG-Dia-GSO-P0005	ROG-dialog-0007	A ne boste v hoteli? Ki pa boste?	A ne boste v hotelu? Kje pa boste?	159.028	161.106	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_159.028_160.472	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne bomo v hoteli.	Ne bomo v hotelu.	159.028	160.472	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_160.472_161.106	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ki pa boste?	Kje pa boste?	160.472	161.106			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_161.106_161.998	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kmečki turizem.	Kmečki turizem.	161.106	161.998	neutralPositive	neutral	neutralPositive	neutral	Train	test
ROG-Dia-GSO-P0005_ROG-dialog-0007_161.998_163.895	ROG-Dia-GSO-P0005	ROG-dialog-0007	A hmečki turizem bo?	A kmečki turizem bo?	161.998	163.895			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0007_161.998_165.350	ROG-Dia-GSO-P0005	ROG-dialog-0007	A hmečki turizem bo? Kaj z zajtrkom?	A kmečki turizem bo? Kaj z zajtrkom?	161.998	165.35	mixedNegative	negative			Train	train
ROG-Dia-GSO-P0005_ROG-dialog-0008_163.028_163.895	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	163.028	163.895			predominantlyPositive	positive	Train	test
