instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_orig	label_collapse	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0005_ROG-dialog-0007_16.579_17.400	ROG-Dia-GSO-P0005	ROG-dialog-0007	Vječ cajta ku si,	Več cajta ko si,	16.579	17.4	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_17.400_18.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	bl poceni je.	bolj poceni je.	17.4	18.133	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_18.133_18.693	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja?	Aja?	18.133	18.693	question	question	B-question	B-question	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_18.693_20.093	ROG-Dia-GSO-P0005	ROG-dialog-0008	Nej tu zame za j@skat,	Ni to zame za iskati,	18.693	20.093	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_20.093_20.669	ROG-Dia-GSO-P0005	ROG-dialog-0008	ne znam.	ne znam.	20.093	20.669	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_20.669_20.887	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	20.669	20.887	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_20.887_21.673	ROG-Dia-GSO-P0005	ROG-dialog-0007	ti bi rada sam,	ti bi rada samo,	20.887	21.673	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_21.673_22.573	ROG-Dia-GSO-P0005	ROG-dialog-0007	da ti drugi zrihtaju	da ti drugi zrihtajo	21.673	22.573	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_22.573_23.353	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa da ti hrješ.	pa da ti greš.	22.573	23.353	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_23.353_24.027	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja, itak,	Ja, itak,	23.353	24.027	agreement	agreement	B-agreement	B-agreement	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_24.027_24.773	ROG-Dia-GSO-P0005	ROG-dialog-0008	kaj pa?	kaj pa?	24.027	24.773	question	question	B-question	B-question	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_24.773_26.411	ROG-Dia-GSO-P0005	ROG-dialog-0008	Najlepše je taku.	Najlepše je tako.	24.773	26.411	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_26.411_26.547	ROG-Dia-GSO-P0005	ROG-dialog-0007	No,	No,	26.411	26.547	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_26.547_29.285	ROG-Dia-GSO-P0005	ROG-dialog-0007	ma tm si naluoži tisto aplikacijo od Rajener	ma tam si naloži tisto aplikacijo od Ryanair	26.547	29.285	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_29.285_31.147	ROG-Dia-GSO-P0005	ROG-dialog-0007	in se prjav@š	in se prijaviš	29.285	31.147	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_31.147_32.233	ROG-Dia-GSO-P0005	ROG-dialog-0007	in puol zbjereš karto. [zvok]	in pol izbereš karto. [zvok]	31.147	32.233	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_32.233_33.507	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, prov aplikacijo morš imjet?	Aja, prav aplikacijo moraš imeti?	32.233	33.507	propositionalQuestion	propositionalQuestion	B-propositionalQuestion	B-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_33.507_34.973	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kaj ne rš kar tko na Huhl [zvok]	Kaj ne greš kar tako na Google [zvok]	33.507	34.973	propositionalQuestion	propositionalQuestion	I-propositionalQuestion	I-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_34.973_35.679	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne,	Ne,	34.973	35.679	disconfirm	unspecifiedFunction	B-disconfirm	B-unspecifiedFunction	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_34.973_35.679	ROG-Dia-GSO-P0005	ROG-dialog-0008	pa najd@š?	pa najdeš?	34.973	35.679	propositionalQuestion	propositionalQuestion	I-propositionalQuestion	I-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_35.679_36.904	ROG-Dia-GSO-P0005	ROG-dialog-0007	morš met aplikacijo.	moraš imeti aplikacijo.	35.679	36.904	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_36.904_37.160	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	36.904	37.16	confirm	confirm	B-confirm	B-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_37.160_37.801	ROG-Dia-GSO-P0005	ROG-dialog-0008	tu pa nem@m.	to pa nimam.	37.16	37.801	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_37.801_38.047	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	37.801	38.047	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_38.047_40.450	ROG-Dia-GSO-P0005	ROG-dialog-0007	ker pol maš shranjene te karte v aplikaciji.	ker pol imaš shranjene te karte v aplikaciji.	38.047	40.45	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_40.450_40.980	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	40.45	40.98	propositionalQuestion	propositionalQuestion	B-propositionalQuestion	B-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_40.980_42.701	ROG-Dia-GSO-P0005	ROG-dialog-0008	kaj nej bulš, da si jih natisn@š?	kaj ni boljše, da si jih natisneš?	40.98	42.701	propositionalQuestion	propositionalQuestion	I-propositionalQuestion	I-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_42.701_42.900	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	42.701	42.9	confirm	confirm	B-confirm	B-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_42.900_44.020	ROG-Dia-GSO-P0005	ROG-dialog-0007	puol si jih pa še natisn@š,	pol si jih pa še natisneš,	42.9	44.02	confirm	confirm	I-confirm	I-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_44.020_44.807	ROG-Dia-GSO-P0005	ROG-dialog-0007	č() če ti slučajn telefon crkne.	č() če ti slučajno telefon crkne.	44.02	44.807	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_44.195_45.153	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne, ko prideš ke,	Ne, ko prideš tja,	44.195	45.153	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_44.807_46.755	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja.	Ja.	44.807	46.755	confirm	confirm	B-confirm	B-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_45.153_46.755	ROG-Dia-GSO-P0005	ROG-dialog-0008	pa nč ne najd@š.	pa nič ne najdeš.	45.153	46.755	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_46.755_47.447	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	46.755	47.447	autoPositive	autoPositive	B-autoPositive	B-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_47.447_48.013	ROG-Dia-GSO-P0005	ROG-dialog-0008	ja.	ja.	47.447	48.013	autoPositive	autoPositive	I-autoPositive	I-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_48.013_50.233	ROG-Dia-GSO-P0005	ROG-dialog-0007	Tm zbjereš,	Tam izbereš,	48.013	50.233	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_50.233_51.667	ROG-Dia-GSO-P0005	ROG-dialog-0007	pol se prjav@š,	pol se prijaviš,	50.233	51.667	selfCorrection	unspecifiedFunction	B-selfCorrection	B-unspecifiedFunction	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_51.667_52.787	ROG-Dia-GSO-P0005	ROG-dialog-0007	prjav@š tiste usjebe,	prijaviš tiste osebe,	51.667	52.787	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_52.787_53.776	ROG-Dia-GSO-P0005	ROG-dialog-0007	ku grjejo.	ko grejo.	52.787	53.776	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_53.776_55.186	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa mor bit prov napisano.	Pa mora biti prav napisano.	53.776	55.186	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_55.186_56.595	ROG-Dia-GSO-P0005	ROG-dialog-0007	Morjo bit vse črke prov.	Morajo biti vse črke prav.	55.186	56.595	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_56.595_58.838	ROG-Dia-GSO-P0005	ROG-dialog-0008	In če pol tista ena oseba ne hrje?	In če pol tista ena oseba ne gre?	56.595	58.838	setQuestion	setQuestion	B-setQuestion	B-setQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_58.838_61.700	ROG-Dia-GSO-P0005	ROG-dialog-0007	Lohku eee z doplačil@m,	Lahko eee z doplačilom,	58.838	61.7	answer	answer	B-answer	B-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_61.700_62.993	ROG-Dia-GSO-P0005	ROG-dialog-0007	misl@m, da je desjet evru,	mislim, da je deset evrov,	61.7	62.993	answer	answer	I-answer	I-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_62.993_66.083	ROG-Dia-GSO-P0005	ROG-dialog-0007	da zamenjaš eee naslov eee naslovnika karte.	da zamenjaš eee naslov eee naslovnika karte.	62.993	66.083	answer	answer	I-answer	I-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_65.334_66.083	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja,	Aja,	65.334	66.083	autoPositive	autoPositive	B-autoPositive	B-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_66.083_66.930	ROG-Dia-GSO-P0005	ROG-dialog-0008	taku.	tako.	66.083	66.93	autoPositive	autoPositive	I-autoPositive	I-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_66.930_67.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	66.93	67.133	confirm	confirm	B-confirm	B-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_67.133_68.851	ROG-Dia-GSO-P0005	ROG-dialog-0007	in pol s kartico plačaš.	in pol s kartico plačaš.	67.133	68.851	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_68.851_69.978	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ne vem.	Ne vem.	68.851	69.978	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_69.978_72.147	ROG-Dia-GSO-P0005	ROG-dialog-0007	Kartico j@maš za plačat?	Kartico imaš za plačati?	69.978	72.147	propositionalQuestion	propositionalQuestion	B-propositionalQuestion	B-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_69.978_72.147	ROG-Dia-GSO-P0005	ROG-dialog-0008	Nisem še nikol ...	Nisem še nikoli ...	69.978	72.147	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_72.147_72.636	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	72.147	72.636	answer	answer	B-answer	B-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_72.636_73.120	ROG-Dia-GSO-P0005	ROG-dialog-0007	Bančno?	Bančno?	72.636	73.12	propositionalQuestion	propositionalQuestion	I-propositionalQuestion	I-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_73.120_73.508	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	73.12	73.508	answer	answer	I-answer	I-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_73.508_73.980	ROG-Dia-GSO-P0005	ROG-dialog-0007	A j@maš?	A imaš?	73.508	73.98	propositionalQuestion	propositionalQuestion	I-propositionalQuestion	I-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_73.980_74.240	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja,	Ja,	73.98	74.24	answer	answer	I-answer	I-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_74.240_75.105	ROG-Dia-GSO-P0005	ROG-dialog-0008	mam tu j@no.	imam to eno.	74.24	75.105	answer	answer	I-answer	I-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_75.105_75.387	ROG-Dia-GSO-P0005	ROG-dialog-0007	A no,	A no,	75.105	75.387	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_75.387_76.027	ROG-Dia-GSO-P0005	ROG-dialog-0007	tistu j@maš.	tisto imaš.	75.387	76.027	confirm	confirm	B-confirm	B-confirm	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_76.027_78.046	ROG-Dia-GSO-P0005	ROG-dialog-0007	No, in pol ko plačaš ...	No, in pol ko plačaš ...	76.027	78.046	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_76.027_77.036	ROG-Dia-GSO-P0005	ROG-dialog-0008	Ja.	Ja.	76.027	77.036	autoPositive	autoPositive	B-autoPositive	B-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_78.046_79.880	ROG-Dia-GSO-P0005	ROG-dialog-0007	puol pa hr@š nazaj v aplikacijo	pol pa greš nazaj v aplikacijo	78.046	79.88	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_79.880_81.743	ROG-Dia-GSO-P0005	ROG-dialog-0007	in nardiš tisti ček in.	in narediš tisti check in.	79.88	81.743	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_81.743_82.496	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aha.	Aha.	81.743	82.496	autoPositive	autoPositive	B-autoPositive	B-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_82.496_83.433	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ne?	Ne?	82.496	83.433	question	question	B-question	B-question	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_83.433_84.620	ROG-Dia-GSO-P0005	ROG-dialog-0007	In tm ti piše puol,	In tam ti piše pol,	83.433	84.62	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_84.620_86.070	ROG-Dia-GSO-P0005	ROG-dialog-0007	ob kulki uri grješ	ob koliki uri greš	84.62	86.07	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_86.070_87.467	ROG-Dia-GSO-P0005	ROG-dialog-0007	in kdaj pristaneš.	in kdaj pristaneš.	86.07	87.467	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_87.467_88.976	ROG-Dia-GSO-P0005	ROG-dialog-0007	In številko leta.	In številko leta.	87.467	88.976	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_88.976_90.502	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa za ...	Pa za ...	88.976	90.502	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_88.976_91.500	ROG-Dia-GSO-P0005	ROG-dialog-0008	[glas] Buš rajš ti tu nardila,	[glas] Boš rajši ti to naredila,	88.976	91.5	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_91.500_92.364	ROG-Dia-GSO-P0005	ROG-dialog-0008	ku veš, kuh hrje.	ko veš, kako gre.	91.5	92.364	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_92.364_92.587	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja, no,	Ja, no,	92.364	92.587	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_92.587_95.011	ROG-Dia-GSO-P0005	ROG-dialog-0007	pa sej sss čm ti puvedat pa te navad@t.	pa saj sss čem ti povedati pa te navaditi.	92.587	95.011	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_95.011_95.487	ROG-Dia-GSO-P0005	ROG-dialog-0008	Mah.	Mah.	95.011	95.487	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_95.487_96.113	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa kaj b()	Pa kaj b()	95.487	96.113	retraction	retraction	B-retraction	B-retraction	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_96.113_97.797	ROG-Dia-GSO-P0005	ROG-dialog-0007	ki buste pa parkirali?	kje boste pa parkirali?	96.113	97.797	setQuestion	setQuestion	B-setQuestion	B-setQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_97.797_98.887	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kuoha?	Koga?	97.797	98.887	setQuestion	setQuestion	B-setQuestion	B-setQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_98.887_99.300	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	98.887	99.3	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_99.300_100.809	ROG-Dia-GSO-P0005	ROG-dialog-0007	avto na letališči?	avto na letališču?	99.3	100.809	setQuestion	setQuestion	B-setQuestion	B-setQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_100.809_101.524	ROG-Dia-GSO-P0005	ROG-dialog-0008	Pa ne vem,	Pa ne vem,	100.809	101.524	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_101.524_102.910	ROG-Dia-GSO-P0005	ROG-dialog-0008	verjetno ns bo k@šn pjelov.	verjetno nas bo kakšen peljal.	101.524	102.91	inform	inform	I-inform	I-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_102.910_105.010	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ma na, pa spet.	Ma na, pa spet.	102.91	105.01	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_105.010_106.675	ROG-Dia-GSO-P0005	ROG-dialog-0007	Pa tm rezervirejte tisto.	Pa tam rezervirajte tisto.	105.01	106.675	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_106.060_106.675	ROG-Dia-GSO-P0005	ROG-dialog-0008	Kaj, pr()	Kaj, pri()	106.06	106.675	correctMisspeaking	unspecifiedFunction	B-correctMisspeaking	B-unspecifiedFunction	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_106.675_107.182	ROG-Dia-GSO-P0005	ROG-dialog-0008	parking?	parking?	106.675	107.182	propositionalQuestion	propositionalQuestion	B-propositionalQuestion	B-propositionalQuestion	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_107.182_107.807	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	107.182	107.807	answer	answer	B-answer	B-answer	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_107.807_112.081	ROG-Dia-GSO-P0005	ROG-dialog-0007	sam morš met eee tab@lco, registracijo	samo moraš imeti eee tablico, registracijo	107.807	112.081	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_112.081_116.436	ROG-Dia-GSO-P0005	ROG-dialog-0007	in pol tm daš od kdaj do kdaj, kir datum in uro.	in pol tam daš od kdaj do kdaj, kateri datum in uro.	112.081	116.436	instruct	instruct	I-instruct	I-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_116.436_117.073	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, taku?	Aja, tako?	116.436	117.073	question	question	B-question	B-question	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_117.073_118.133	ROG-Dia-GSO-P0005	ROG-dialog-0007	In pol tm p@stiš	In pol tam pustiš	117.073	118.133	instruct	instruct	B-instruct	B-instruct	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_118.133_120.047	ROG-Dia-GSO-P0005	ROG-dialog-0007	in te že senzor zazna tab@lco,	in te že senzor zazna tablico,	118.133	120.047	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_120.047_120.493	ROG-Dia-GSO-P0005	ROG-dialog-0007	ja.	ja.	120.047	120.493	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_120.047_120.493	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, ja.	Aja, ja.	120.047	120.493	autoPositive	autoPositive	B-autoPositive	B-autoPositive	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_120.493_120.853	ROG-Dia-GSO-P0005	ROG-dialog-0007	Ja,	Ja,	120.493	120.853	interactionStructuring	interactionStructuring	I-interactionStructuring	I-interactionStructuring	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_120.493_122.738	ROG-Dia-GSO-P0005	ROG-dialog-0008	Aja, tu sem vidla zadnikr@t,	Aja, to sem videla zadnjikrat,	120.493	122.738	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0007_120.853_121.687	ROG-Dia-GSO-P0005	ROG-dialog-0007	in nč ne rab@š.	in nič ne rabiš.	120.853	121.687	inform	inform	B-inform	B-inform	Train	test	function
ROG-Dia-GSO-P0005_ROG-dialog-0008_122.738_122.951	ROG-Dia-GSO-P0005	ROG-dialog-0008	ja.	ja.	122.738	122.951	confirm	confirm	B-confirm	B-confirm	Train	test	function
