instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_orig	label_collapse	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0007_ROG-dialog-0011_47.633_49.078	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ja, ja, ja.	Ja, ja, ja, ja.	47.633	49.078	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_52.236_53.893	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa ploščice dol,	Pa ploščice dol,	52.236	53.893	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_53.893_55.161	ROG-Dia-GSO-P0007	ROG-dialog-0011	morem dol dat.	moram dol dati.	53.893	55.161	selfCorrection	unspecifiedFunction	B-selfCorrection	B-unspecifiedFunction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_55.161_55.826	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa bo hmal,	Pa bo kmalu,	55.161	55.826	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_55.826_57.467	ROG-Dia-GSO-P0007	ROG-dialog-0011	čez štir tedne bo že nova kuhna,	čez štiri tedne bo že nova kuhinja,	55.826	57.467	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_57.467_58.013	ROG-Dia-GSO-P0007	ROG-dialog-0011	veš?	veš?	57.467	58.013	question	question	B-question	B-question	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_62.314_64.027	ROG-Dia-GSO-P0007	ROG-dialog-0011	Saj zato sem pršla k teb.	Saj zato sem prišla k tebi.	62.314	64.027	turnGrab	turnGrab	B-turnGrab	B-turnGrab	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_65.307_65.613	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	65.307	65.613	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_65.613_68.081	ROG-Dia-GSO-P0007	ROG-dialog-0011	zato sem pršla k teb, da mi posodiš jo.	zato sem prišla k tebi, da mi posodiš jo.	65.613	68.081	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_71.073_71.733	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	71.073	71.733	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_71.733_72.413	ROG-Dia-GSO-P0007	ROG-dialog-0011	hvala ti.	hvala ti.	71.733	72.413	thanking	unspecifiedFunction	B-thanking	B-unspecifiedFunction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_74.933_76.315	ROG-Dia-GSO-P0007	ROG-dialog-0011	Uporabiš, ne?	Uporabiš, ne?	74.933	76.315	completion	unspecifiedFunction	B-completion	B-unspecifiedFunction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_77.129_78.170	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ampak včeri,	Ampak včeraj,	77.129	78.17	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_78.170_80.763	ROG-Dia-GSO-P0007	ROG-dialog-0011	včeri sem pa pečico dol nesla.	včeraj sem pa pečico dol nesla.	78.17	80.763	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_81.488_83.880	ROG-Dia-GSO-P0007	ROG-dialog-0011	Iz četrtega štuka dol.	Iz četrtega štuka dol.	81.488	83.88	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_83.880_85.253	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ne morš verjet	Ne moreš verjeti.	83.88	85.253	alloPositive	unspecifiedFunction	B-alloPositive	B-unspecifiedFunction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_86.977_87.995	ROG-Dia-GSO-P0007	ROG-dialog-0011	Z možom.	Z možem.	86.977	87.995	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_88.505_90.095	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ja, ja.	Ja, ja, ja.	88.505	90.095	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_92.399_94.142	ROG-Dia-GSO-P0007	ROG-dialog-0011	Štiri, štiri.	Štiri, štiri.	92.399	94.142	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_97.908_98.779	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa ga ni.	Pa ga ni.	97.908	98.779	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_98.779_99.333	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa dobr,	Pa dobro,	98.779	99.333	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_99.333_100.887	ROG-Dia-GSO-P0007	ROG-dialog-0011	sn hotla otroka porabit,	sem hotela otroka porabiti,	99.333	100.887	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_100.887_101.813	ROG-Dia-GSO-P0007	ROG-dialog-0011	ampak potem nisem.	ampak potem nisem.	100.887	101.813	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_101.813_102.313	ROG-Dia-GSO-P0007	ROG-dialog-0011	Sn rekla,	Sem rekla,	101.813	102.313	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_102.313_103.872	ROG-Dia-GSO-P0007	ROG-dialog-0011	bom raj počakala.	bom raje počakala.	102.313	103.872	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_103.872_104.224	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	103.872	104.224	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_105.172_106.911	ROG-Dia-GSO-P0007	ROG-dialog-0011	Dons pa že kr na odpad.	Danes pa že kar na odpad.	105.172	106.911	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_107.517_108.013	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	107.517	108.013	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_110.403_114.477	ROG-Dia-GSO-P0007	ROG-dialog-0011	V kuhni je še ena eee zgorna,	V kuhinji je še ena eee zgornja,	110.403	114.477	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_114.477_116.078	ROG-Dia-GSO-P0007	ROG-dialog-0011	eee psiha.	eee psiha.	114.477	116.078	stalling	stalling	B-stalling	B-stalling	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_116.078_116.986	ROG-Dia-GSO-P0007	ROG-dialog-0011	Omarica.	Omarica.	116.078	116.986	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_116.986_117.953	ROG-Dia-GSO-P0007	ROG-dialog-0011	Element ta zgorn,	Element ta zgornji,	116.986	117.953	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_118.527_119.413	ROG-Dia-GSO-P0007	ROG-dialog-0011	eee	eee	118.527	119.413	stalling	stalling	B-stalling	B-stalling	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_119.413_120.628	ROG-Dia-GSO-P0007	ROG-dialog-0011	pa pol spodne.	pa pol spodnje.	119.413	120.628	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_120.628_122.602	ROG-Dia-GSO-P0007	ROG-dialog-0011	Umivalnik pa pomivalc pa miza.	Umivalnik pa pomivalec pa miza.	120.628	122.602	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_124.946_125.832	ROG-Dia-GSO-P0007	ROG-dialog-0011	Krožnike ...	Krožnike ...	124.946	125.832	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_125.832_129.339	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tisto bom stran dala v ... v dnevno.	Tisto bom stran dala v ... v dnevno.	125.832	129.339	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_129.339_130.838	ROG-Dia-GSO-P0007	ROG-dialog-0011	V dnevno bom dala	V dnevno bom dala	129.339	130.838	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_130.838_133.254	ROG-Dia-GSO-P0007	ROG-dialog-0011	pa bom ku() v dnevni kuhala.	pa bom ku() v dnevni kuhala.	130.838	133.254	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_134.980_135.533	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	134.98	135.533	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_135.533_137.293	ROG-Dia-GSO-P0007	ROG-dialog-0011	za štir tedne.	za štiri tedne.	135.533	137.293	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_139.346_141.624	ROG-Dia-GSO-P0007	ROG-dialog-0011	Prenosna kuhna.	Prenosna kuhinja.	139.346	141.624	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_145.260_149.127	ROG-Dia-GSO-P0007	ROG-dialog-0011	Kuhna bo dvandvajstega jo prpelejo četrtega.	Kuhinja bo dvaindvajsetega jo pripeljejo četrtega.	145.26	149.127	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_149.733_150.533	ROG-Dia-GSO-P0007	ROG-dialog-0011	Aprila.	Aprila.	149.733	150.533	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_151.132_153.456	ROG-Dia-GSO-P0007	ROG-dialog-0011	Trindvajstga jo sestavlajo.	Triindvajsetega jo sestavljajo.	151.132	153.456	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_154.714_157.092	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pet@ndvajstga mam pa dopust, da kuham.	Petindvajsetega imam pa dopust, da kuham.	154.714	157.092	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_159.402_160.860	ROG-Dia-GSO-P0007	ROG-dialog-0011	Bom, bom.	Bom, bom.	159.402	160.86	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_160.860_161.367	ROG-Dia-GSO-P0007	ROG-dialog-0011	Bom.	Bom.	160.86	161.367	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_162.834_163.513	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, ne vem,	Ja, ne vem,	162.834	163.513	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_163.513_164.748	ROG-Dia-GSO-P0007	ROG-dialog-0011	vrjetno kako mongolsko,	verjetno kako mongolsko,	163.513	164.748	answer	answer	I-answer	I-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_164.748_166.175	ROG-Dia-GSO-P0007	ROG-dialog-0011	k jo mate vsi radi.	k jo imate vsi radi.	164.748	166.175	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_168.077_168.446	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja.	Ja.	168.077	168.446	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_172.454_174.948	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mongolsko pa en dober vinček zraven,	Mongolsko pa en dober vinček zraven,	172.454	174.948	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_174.948_175.286	ROG-Dia-GSO-P0007	ROG-dialog-0011	ne?	ne?	174.948	175.286	question	question	B-question	B-question	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_177.793_179.200	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	177.793	179.2	agreement	agreement	B-agreement	B-agreement	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_179.200_179.853	ROG-Dia-GSO-P0007	ROG-dialog-0011	čis enostavn.	čisto enostavno.	179.2	179.853	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_181.579_183.349	ROG-Dia-GSO-P0007	ROG-dialog-0011	Eee.	Eee.	181.579	183.349	stalling	stalling	B-stalling	B-stalling	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_183.349_184.164	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja, more bit,	Ja, mora biti,	183.349	184.164	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_184.164_185.970	ROG-Dia-GSO-P0007	ROG-dialog-0011	najprej more bit fajni meso.	najprej mora biti fajni meso.	184.164	185.97	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_186.813_189.021	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pol ga pa tak na mejhne koščke narežeš,	Pol ga pa tako na majhne koščke narežeš,	186.813	189.021	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_189.021_190.210	ROG-Dia-GSO-P0007	ROG-dialog-0011	lepo stolčeš.	lepo stolčeš.	189.021	190.21	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_191.391_192.631	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ful stolčeš.	Ful stolčeš.	191.391	192.631	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_192.631_193.580	ROG-Dia-GSO-P0007	ROG-dialog-0011	Eee	Eee	192.631	193.58	stalling	stalling	B-stalling	B-stalling	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_193.580_199.250	ROG-Dia-GSO-P0007	ROG-dialog-0011	pol pa daš sojino, ostrigino omako pa pa eee olje pa vino belo.	pol pa daš sojino, ostrigino omako pa pa eee olje pa vino belo.	193.58	199.25	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_199.896_200.958	ROG-Dia-GSO-P0007	ROG-dialog-0011	Belo.	Belo.	199.896	200.958	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_200.958_201.884	ROG-Dia-GSO-P0007	ROG-dialog-0011	Par žlic,	Par žlic,	200.958	201.884	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_201.884_202.717	ROG-Dia-GSO-P0007	ROG-dialog-0011	nič več.	nič več.	201.884	202.717	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_203.105_205.871	ROG-Dia-GSO-P0007	ROG-dialog-0011	Potem pa daš to v hladilnik.	Potem pa daš to v hladilnik.	203.105	205.871	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_205.871_207.298	ROG-Dia-GSO-P0007	ROG-dialog-0011	Za štir ure.	Za štiri ure.	205.871	207.298	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_207.298_208.083	ROG-Dia-GSO-P0007	ROG-dialog-0011	Počiv(),	Počiv(),	207.298	208.083	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_208.083_208.749	ROG-Dia-GSO-P0007	ROG-dialog-0011	v pac.	v pac.	208.083	208.749	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_209.593_210.259	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tako.	Tako.	209.593	210.259	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_211.935_212.746	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pol pa vsako	Pol pa vsako	211.935	212.746	retraction	retraction	B-retraction	B-retraction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_212.746_214.146	ROG-Dia-GSO-P0007	ROG-dialog-0011	pol pa p() spečeš t@t meso,	pol pa p() spečeš to meso,	212.746	214.146	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_214.146_216.834	ROG-Dia-GSO-P0007	ROG-dialog-0011	med tem cajtom pa narežeš por.	med tem cajtom pa narežeš por.	214.146	216.834	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_217.539_218.460	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa	Pa	217.539	218.46	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_218.460_219.173	ROG-Dia-GSO-P0007	ROG-dialog-0011	eee	eee	218.46	219.173	stalling	stalling	B-stalling	B-stalling	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_219.173_220.523	ROG-Dia-GSO-P0007	ROG-dialog-0011	česen olupiš.	česen olupiš.	219.173	220.523	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_221.534_222.920	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tist meso,	Tisti meso,	221.534	222.92	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_222.920_223.746	ROG-Dia-GSO-P0007	ROG-dialog-0011	ko ga pa pečeš,	ko ga pa pečeš,	222.92	223.746	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_223.746_225.271	ROG-Dia-GSO-P0007	ROG-dialog-0011	morš pa po žlico pečit.	moraš pa po žlico peči.	223.746	225.271	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_225.271_226.893	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ker se mon() eee	Ker se mon() eee	225.271	226.893	retraction	retraction	B-retraction	B-retraction	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_226.893_229.060	ROG-Dia-GSO-P0007	ROG-dialog-0011	stisne se skupi, veš eee ...	stisne se skupaj, veš eee ...	226.893	229.06	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_229.060_233.913	ROG-Dia-GSO-P0007	ROG-dialog-0011	Tak pacast pride od eee sojine pa ostrigine omake.	Tako pacasto pride od eee sojine pa ostrigine omake.	229.06	233.913	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_235.952_236.460	ROG-Dia-GSO-P0007	ROG-dialog-0011	Ja,	Ja,	235.952	236.46	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_236.460_237.232	ROG-Dia-GSO-P0007	ROG-dialog-0011	ful olja.	ful olja.	236.46	237.232	answer	answer	B-answer	B-answer	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_240.183_240.789	ROG-Dia-GSO-P0007	ROG-dialog-0011	Mhm.	Mhm.	240.183	240.789	confirm	confirm	B-confirm	B-confirm	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_240.789_241.673	ROG-Dia-GSO-P0007	ROG-dialog-0011	Po malem,	Po malem,	240.789	241.673	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_241.673_242.633	ROG-Dia-GSO-P0007	ROG-dialog-0011	po žlico moreš	po žlico moraš	241.673	242.633	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_242.633_244.513	ROG-Dia-GSO-P0007	ROG-dialog-0011	in to pol traja.	in to pol traja.	242.633	244.513	inform	inform	B-inform	B-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_244.733_247.327	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa šprica, tko da morš met obvezno pokrovko.	Pa šprica, tako da moraš imeti obvezno pokrovko.	244.733	247.327	inform	inform	I-inform	I-inform	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_247.327_248.479	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pa ukrog.	Pa okrog.	247.327	248.479	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_248.479_250.420	ROG-Dia-GSO-P0007	ROG-dialog-0011	Za ...	Za ...	248.479	250.42	interactionStructuring	interactionStructuring	B-interactionStructuring	B-interactionStructuring	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_250.837_251.680	ROG-Dia-GSO-P0007	ROG-dialog-0011	Pol pa por,	Pol pa por,	250.837	251.68	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_251.680_253.710	ROG-Dia-GSO-P0007	ROG-dialog-0011	ampak sam zelen del od pora.	ampak samo zelen del od pora.	251.68	253.71	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_254.661_256.845	ROG-Dia-GSO-P0007	ROG-dialog-0011	Nč unga steb@l, ko je bel.	Nič onega stebla, ko je bel.	254.661	256.845	instruct	instruct	B-instruct	B-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_256.845_259.080	ROG-Dia-GSO-P0007	ROG-dialog-0011	Sam zeleni del na take trakce narežeš,	Samo zeleni del na take trakce narežeš,	256.845	259.08	instruct	instruct	I-instruct	I-instruct	Train	train	function
ROG-Dia-GSO-P0007_ROG-dialog-0011_259.080_260.269	ROG-Dia-GSO-P0007	ROG-dialog-0011	potem pa	potem pa	259.08	260.269	instruct	instruct	I-instruct	I-instruct	Train	train	function
